Customer ID,Churn Label,Contract,Monthly Charge,Tenure in Months,Payment Method,Total Revenue,Internet Service
8421-WZOOW,No,Month-to-Month,95.3,57,Credit Card,7177.7,Yes
2957-JIRMN,No,One Year,84.45,62,Bank Withdrawal,6169.389999999999,Yes
5271-DBYSJ,No,Month-to-Month,79.15,11,Credit Card,1262.94,Yes
3915-ODIYG,No,One Year,71.75,60,Bank Withdrawal,4996.55,Yes
5671-UUNXD,No,One Year,100.65,50,Bank Withdrawal,7018.75,Yes
4698-KVLLG,No,Two Year,19.6,51,Credit Card,3388.36,No
0282-NVSJS,No,Month-to-Month,29.3,12,Mailed Check,355.9,Yes
7537-CBQUZ,No,Month-to-Month,109.4,63,Bank Withdrawal,8676.38,Yes
4750-UKWJK,No,One Year,19.6,37,Mailed Check,1665.75,No
4884-ZTHVF,No,Month-to-Month,87.1,8,Bank Withdrawal,1025.68,Yes
3055-OYMSE,No,Month-to-Month,73.8,53,Credit Card,4891.07,Yes
1468-DEFNC,No,Two Year,24.4,64,Bank Withdrawal,3922.41,No
9605-WGJVW,No,Month-to-Month,70.2,1,Bank Withdrawal,92.54,Yes
4627-MIHJH,No,Two Year,110.25,69,Credit Card,9082.15,Yes
5553-AOINX,No,One Year,104.9,66,Bank Withdrawal,9490.53,Yes
3258-SANFR,No,Month-to-Month,44.7,6,Credit Card,394.94,Yes
4833-QTJNO,No,Month-to-Month,83.85,67,Bank Withdrawal,8597.1,Yes
2322-VCZHZ,No,Month-to-Month,90.0,23,Bank Withdrawal,2749.29,Yes
6383-ZTSIW,No,One Year,99.1,39,Mailed Check,4234.02,Yes
0118-JPNOY,No,Month-to-Month,85.8,26,Credit Card,3070.8900000000003,Yes
9000-PLFUZ,No,Two Year,49.45,60,Credit Card,2947.55,Yes
7779-ORAEL,No,Two Year,75.15,45,Credit Card,3902.9,Yes
0644-OQMDK,No,Month-to-Month,70.65,4,Bank Withdrawal,318.57000000000005,Yes
1658-XUHBX,No,Month-to-Month,88.75,59,Credit Card,6301.5,Yes
2378-HTWFW,No,Month-to-Month,91.0,35,Credit Card,4137.15,Yes
3719-TDVQB,No,Two Year,18.95,54,Mailed Check,2323.86,No
0201-MIBOL,No,Two Year,102.4,66,Bank Withdrawal,7161.55,Yes
8495-PRWFH,No,Month-to-Month,55.65,42,Bank Withdrawal,3555.75,Yes
0439-IFYUN,No,Month-to-Month,74.7,18,Bank Withdrawal,1694.2199999999998,Yes
6458-CYIDZ,No,Month-to-Month,80.7,5,Bank Withdrawal,556.1500000000001,Yes
1932-UEDCX,No,Month-to-Month,100.6,33,Bank Withdrawal,4725.55,Yes
5188-HGMLP,No,Month-to-Month,74.0,54,Bank Withdrawal,5817.79,Yes
5331-RGMTT,No,Month-to-Month,99.05,54,Credit Card,7413.619999999999,Yes
4476-OSWTN,No,One Year,110.55,69,Mailed Check,8182.8,Yes
6726-WEXXK,No,One Year,85.9,27,Bank Withdrawal,3330.07,Yes
4023-RTIQM,No,One Year,50.4,31,Credit Card,1580.1,Yes
7872-RDDLZ,No,Month-to-Month,54.9,67,Bank Withdrawal,6970.31,Yes
3162-KKZXO,No,One Year,100.15,55,Bank Withdrawal,7037.75,Yes
8904-OPDCK,No,Month-to-Month,24.95,54,Bank Withdrawal,1364.75,Yes
6048-QBXKL,No,Month-to-Month,56.55,2,Credit Card,181.73,Yes
6734-FQAJX,No,Two Year,105.05,67,Bank Withdrawal,9465.11,Yes
2378-VTKDH,No,Month-to-Month,104.35,65,Bank Withdrawal,7136.900000000001,Yes
2974-GGUXS,No,Month-to-Month,91.95,36,Credit Card,3690.81,Yes
7994-XIRTR,No,One Year,65.25,54,Bank Withdrawal,3774.44,Yes
5298-GSTLM,No,One Year,101.4,60,Bank Withdrawal,9111.8,Yes
6121-TNHBO,No,One Year,83.0,63,Bank Withdrawal,6227.110000000001,Yes
5119-NZPTV,No,Month-to-Month,70.1,2,Bank Withdrawal,211.63,Yes
3865-ZYKAD,No,Month-to-Month,84.9,69,Credit Card,6804.089999999999,Yes
2205-LPVGL,No,One Year,89.85,58,Bank Withdrawal,6324.6900000000005,Yes
4868-AADLV,No,One Year,116.25,66,Bank Withdrawal,8078.07,Yes
3256-EZDBI,No,Month-to-Month,29.45,51,Credit Card,1459.35,Yes
4726-DLWQN,No,Month-to-Month,70.35,50,Bank Withdrawal,4816.1,Yes
3518-FSTWG,No,Two Year,109.55,72,Bank Withdrawal,9195.82,Yes
0230-UBYPQ,No,One Year,36.1,63,Bank Withdrawal,2298.9,Yes
1763-KUAAW,No,One Year,20.35,18,Bank Withdrawal,1045.14,No
1104-TNLZA,No,Month-to-Month,105.8,28,Bank Withdrawal,3679.8,Yes
5195-KPUNQ,No,One Year,96.75,53,Credit Card,7039.29,Yes
3908-MKIMJ,No,Two Year,41.95,68,Bank Withdrawal,2965.75,Yes
6969-MVBAI,No,Month-to-Month,90.1,9,Bank Withdrawal,1176.8,Yes
2453-SAFNS,No,One Year,72.1,54,Credit Card,6339.27,Yes
7426-GSWPO,No,Month-to-Month,103.5,64,Bank Withdrawal,7777.45,Yes
4909-JOUPP,No,Two Year,109.7,72,Credit Card,9895.73,Yes
6437-UDQJM,No,Two Year,84.1,72,Credit Card,9542.45,Yes
1226-IENZN,No,Month-to-Month,78.75,16,Bank Withdrawal,1850.57,Yes
3411-WLRSQ,No,Month-to-Month,74.6,3,Bank Withdrawal,387.58,Yes
0822-QGCXA,No,Month-to-Month,83.85,27,Bank Withdrawal,2402.81,Yes
3588-WSTTJ,No,Month-to-Month,99.05,35,Bank Withdrawal,4662.0,Yes
3798-EPWRR,No,Month-to-Month,43.95,2,Bank Withdrawal,123.28,Yes
2452-MRMZF,No,Two Year,25.7,72,Credit Card,2547.96,No
4989-LIXVT,No,Month-to-Month,95.9,68,Bank Withdrawal,7840.76,Yes
5481-NTDOH,No,One Year,107.05,67,Credit Card,9719.99,Yes
0749-IRGQE,No,Month-to-Month,45.3,13,Bank Withdrawal,528.45,Yes
1754-GKYPY,No,Month-to-Month,89.75,22,Bank Withdrawal,2431.26,Yes
1591-MQJTP,No,One Year,93.65,51,Bank Withdrawal,4951.86,Yes
7471-MQPOS,No,One Year,72.9,71,Bank Withdrawal,8433.46,Yes
3259-KNMRR,No,Two Year,79.75,57,Bank Withdrawal,4956.9,Yes
6120-RJKLU,No,Two Year,79.95,62,Credit Card,6346.1900000000005,Yes
4323-OHFOW,No,One Year,105.55,70,Bank Withdrawal,9557.15,Yes
6563-VNPMN,No,Month-to-Month,85.7,45,Bank Withdrawal,4014.4,Yes
2267-WTPYD,No,Month-to-Month,94.0,57,Credit Card,6752.8,Yes
9129-UXERG,No,Month-to-Month,103.6,18,Credit Card,1839.21,Yes
6229-LSCKB,No,Month-to-Month,79.7,6,Bank Withdrawal,787.52,Yes
6127-IYJOZ,No,Month-to-Month,45.85,1,Credit Card,86.23,Yes
8065-QBYTO,No,One Year,99.65,71,Credit Card,7458.86,Yes
7921-LMDFQ,No,One Year,94.0,51,Bank Withdrawal,5116.89,Yes
5820-PTRYM,No,One Year,68.45,56,Credit Card,5515.92,Yes
6211-WHMYA,No,Month-to-Month,43.85,64,Bank Withdrawal,2781.0,Yes
3454-JFUBC,No,Two Year,20.0,68,Credit Card,2108.64,No
2451-YMUXS,No,Two Year,64.55,67,Bank Withdrawal,6185.06,Yes
4690-PKDQG,No,Month-to-Month,95.55,42,Bank Withdrawal,4891.98,Yes
7789-CRUVC,No,Month-to-Month,94.2,61,Credit Card,7954.2,Yes
9972-VAFJJ,No,One Year,94.0,53,Bank Withdrawal,7396.37,Yes
5981-ZVXOT,No,One Year,108.35,35,Bank Withdrawal,4101.7,Yes
2274-XUATA,No,Two Year,63.1,72,Bank Withdrawal,4685.55,Yes
0666-UXTJO,No,Month-to-Month,85.2,34,Credit Card,3882.89,Yes
1035-IPQPU,No,Month-to-Month,103.5,63,Bank Withdrawal,7622.219999999999,Yes
2235-DWLJU,No,Month-to-Month,44.4,6,Bank Withdrawal,263.05,Yes
3605-JISKB,No,One Year,60.0,55,Credit Card,3815.5,Yes
3668-QPYBK,Yes,Month-to-Month,53.85,2,Credit Card,129.09,Yes
9237-HQITU,Yes,Month-to-Month,70.7,2,Bank Withdrawal,169.89,Yes
9305-CDSKC,Yes,Month-to-Month,99.65,8,Bank Withdrawal,917.7,Yes
7892-POOKP,Yes,Month-to-Month,104.8,28,Bank Withdrawal,3182.9700000000003,Yes
0280-XJGEX,Yes,Month-to-Month,103.7,49,Bank Withdrawal,7208.47,Yes
4190-MFLUW,Yes,Month-to-Month,55.2,10,Credit Card,622.45,Yes
1066-JKSGK,Yes,Month-to-Month,20.15,1,Credit Card,53.73,No
6467-CHFZW,Yes,Month-to-Month,99.35,47,Bank Withdrawal,6222.599999999999,Yes
8665-UTDHZ,Yes,Month-to-Month,30.2,1,Bank Withdrawal,30.2,Yes
8773-HHUOZ,Yes,Month-to-Month,64.7,17,Credit Card,1782.4499999999998,Yes
6047-YHPVI,Yes,Month-to-Month,69.7,5,Bank Withdrawal,379.9,Yes
5380-WJKOV,Yes,Month-to-Month,106.35,34,Bank Withdrawal,4286.71,Yes
8168-UQWWF,Yes,Month-to-Month,97.85,11,Bank Withdrawal,1408.67,Yes
7760-OYPDY,Yes,Month-to-Month,80.65,2,Bank Withdrawal,175.85,Yes
9420-LOJKX,Yes,Month-to-Month,99.1,15,Credit Card,1485.8000000000002,Yes
5698-BQJOH,Yes,Month-to-Month,94.4,9,Bank Withdrawal,1102.14,Yes
5919-TMRGD,Yes,Month-to-Month,79.35,1,Bank Withdrawal,92.48,Yes
9191-MYQKX,Yes,Month-to-Month,75.15,7,Bank Withdrawal,557.73,Yes
8637-XJIVR,Yes,Month-to-Month,78.95,12,Bank Withdrawal,1311.43,Yes
0278-YXOOG,Yes,Month-to-Month,21.05,5,Credit Card,285.15,No
3192-NQECA,Yes,Two Year,110.0,68,Bank Withdrawal,8617.57,Yes
0486-HECZI,Yes,Month-to-Month,96.75,55,Bank Withdrawal,7937.2,Yes
5299-RULOA,Yes,Month-to-Month,100.25,10,Bank Withdrawal,1309.45,Yes
0404-SWRVG,Yes,Month-to-Month,74.4,3,Bank Withdrawal,264.61,Yes
6207-WIOLX,Yes,Month-to-Month,58.6,25,Credit Card,1498.17,Yes
3091-FYHKI,Yes,Month-to-Month,35.45,1,Bank Withdrawal,35.45,Yes
2372-HWUHI,Yes,Month-to-Month,44.35,2,Bank Withdrawal,174.93,Yes
4080-OGPJL,Yes,Month-to-Month,71.15,8,Bank Withdrawal,948.77,Yes
2135-RXIHG,Yes,Month-to-Month,45.65,1,Bank Withdrawal,59.77,Yes
3874-EQOEP,Yes,Month-to-Month,95.0,7,Credit Card,772.54,Yes
0867-MKZVY,Yes,Month-to-Month,82.4,20,Bank Withdrawal,2290.92,Yes
3376-BMGFE,Yes,Month-to-Month,70.9,4,Bank Withdrawal,398.26,Yes
1875-QIVME,Yes,Month-to-Month,104.4,2,Bank Withdrawal,220.38,Yes
0691-JVSYA,Yes,One Year,94.85,53,Bank Withdrawal,7134.509999999999,Yes
6317-YPKDH,Yes,Month-to-Month,29.95,1,Bank Withdrawal,29.95,Yes
9367-WXLCH,Yes,Month-to-Month,84.5,8,Bank Withdrawal,835.28,Yes
1918-ZBFQJ,Yes,Month-to-Month,79.25,13,Bank Withdrawal,1499.42,Yes
1024-GUALD,Yes,Month-to-Month,24.8,1,Bank Withdrawal,24.8,Yes
2472-OVKUP,Yes,Month-to-Month,91.0,6,Bank Withdrawal,783.48,Yes
1285-OKIPP,Yes,Month-to-Month,79.9,1,Bank Withdrawal,103.1,Yes
7825-ECJRF,Yes,Month-to-Month,106.6,19,Bank Withdrawal,2491.38,Yes
7841-TZDMQ,Yes,Month-to-Month,46.0,2,Credit Card,184.12,Yes
9408-SSNVZ,Yes,Month-to-Month,70.15,4,Bank Withdrawal,364.26,Yes
0742-MOABM,Yes,Month-to-Month,50.05,4,Credit Card,218.03,Yes
2232-DMLXU,Yes,Month-to-Month,55.2,1,Credit Card,90.8,Yes
8937-RDTHP,Yes,Month-to-Month,84.6,1,Credit Card,111.45,Yes
1251-KRREG,Yes,Month-to-Month,54.4,2,Credit Card,202.72,Yes
0322-YINQP,Yes,Month-to-Month,48.55,1,Credit Card,59.9,Yes
4629-NRXKX,Yes,Month-to-Month,70.4,2,Bank Withdrawal,239.61,Yes
4959-JOSRX,Yes,Month-to-Month,44.6,2,Credit Card,140.93,Yes
6323-AYBRX,Yes,Two Year,19.35,59,Credit Card,2656.55,No
6366-ZGQGL,Yes,Month-to-Month,24.8,1,Bank Withdrawal,24.8,Yes
5940-AHUHD,Yes,Month-to-Month,70.6,1,Credit Card,115.19,Yes
6432-TWQLB,Yes,Month-to-Month,85.4,5,Bank Withdrawal,567.1800000000001,Yes
4484-GLZOU,Yes,Month-to-Month,105.05,52,Bank Withdrawal,6147.93,Yes
9512-UIBFX,Yes,Month-to-Month,95.15,18,Credit Card,1796.96,Yes
5583-SXDAG,Yes,Month-to-Month,70.0,1,Bank Withdrawal,99.15,Yes
3580-REOAC,Yes,Month-to-Month,44.85,10,Credit Card,931.2,Yes
6390-DSAZX,Yes,Month-to-Month,73.6,1,Credit Card,79.78999999999999,Yes
7563-BIUPC,Yes,Month-to-Month,80.6,5,Bank Withdrawal,448.01,Yes
2321-OMBXY,Yes,One Year,80.3,38,Credit Card,4659.97,Yes
0122-OAHPZ,Yes,Month-to-Month,73.85,7,Bank Withdrawal,698.5600000000001,Yes
2868-SNELZ,Yes,Month-to-Month,80.6,2,Credit Card,166.44,Yes
4322-RCYMT,Yes,One Year,75.8,68,Bank Withdrawal,7368.19,Yes
6680-NENYN,Yes,Two Year,104.6,43,Bank Withdrawal,5313.6900000000005,Yes
1343-EHPYB,Yes,Month-to-Month,103.4,63,Bank Withdrawal,9686.85,Yes
2034-GDRCN,Yes,Month-to-Month,90.4,2,Bank Withdrawal,189.26,Yes
0219-YTZUE,Yes,Month-to-Month,84.8,4,Bank Withdrawal,486.98,Yes
4572-DVCGN,Yes,Month-to-Month,80.25,10,Bank Withdrawal,1117.0,Yes
1010-DIAUQ,Yes,Month-to-Month,96.5,5,Bank Withdrawal,596.85,Yes
0259-GBZSH,Yes,Month-to-Month,85.65,2,Bank Withdrawal,262.36,Yes
9601-BRXPO,Yes,Month-to-Month,104.95,25,Bank Withdrawal,2789.25,Yes
6905-NIQIN,Yes,Month-to-Month,50.65,1,Credit Card,65.42999999999999,Yes
5167-ZFFMM,Yes,Month-to-Month,90.85,1,Credit Card,99.41,Yes
6599-CEBNN,Yes,Month-to-Month,73.95,34,Credit Card,2577.15,Yes
0979-PHULV,Yes,Month-to-Month,99.45,69,Credit Card,10374.8,Yes
4800-VHZKI,Yes,Month-to-Month,19.9,1,Credit Card,56.53,No
7989-CHGTL,Yes,Month-to-Month,19.6,1,Credit Card,33.77,No
0578-SKVMF,Yes,Month-to-Month,83.3,22,Bank Withdrawal,1934.12,Yes
9063-ZGTUY,Yes,Month-to-Month,19.4,61,Credit Card,4005.02,No
2957-LOLHO,Yes,Month-to-Month,45.4,12,Bank Withdrawal,652.3399999999999,Yes
7752-XUSCI,Yes,Month-to-Month,105.9,60,Bank Withdrawal,7038.45,Yes
4110-PFEUZ,Yes,Month-to-Month,69.55,1,Credit Card,99.33,Yes
0256-LTHVJ,Yes,Month-to-Month,81.05,28,Bank Withdrawal,2698.9,Yes
0880-TKATG,Yes,Month-to-Month,101.15,4,Bank Withdrawal,424.14,Yes
3811-VBYBZ,Yes,Month-to-Month,99.8,7,Bank Withdrawal,1012.46,Yes
4640-UHDOS,Yes,Month-to-Month,55.95,13,Bank Withdrawal,982.0,Yes
3583-EKAPL,Yes,Month-to-Month,55.0,1,Bank Withdrawal,102.22,Yes
9399-APLBT,Yes,Month-to-Month,74.7,1,Bank Withdrawal,96.61,Yes
2359-KMGLI,Yes,Month-to-Month,80.25,24,Bank Withdrawal,3044.7,Yes
0306-JAELE,Yes,Month-to-Month,96.1,5,Bank Withdrawal,608.8499999999999,Yes
6227-HWPWX,Yes,Month-to-Month,69.0,15,Bank Withdrawal,1064.85,Yes
0447-BEMNG,Yes,Month-to-Month,45.3,48,Bank Withdrawal,2285.0,Yes
5949-XIKAE,Yes,Month-to-Month,83.55,8,Bank Withdrawal,938.61,Yes
8372-JUXUI,Yes,Month-to-Month,74.35,1,Bank Withdrawal,88.36999999999999,Yes
0388-EOPEX,Yes,Month-to-Month,74.4,2,Bank Withdrawal,158.98000000000002,Yes
8205-OTCHB,Yes,One Year,43.75,22,Bank Withdrawal,903.6,Yes
7783-YKGDV,Yes,Month-to-Month,99.7,12,Bank Withdrawal,1431.29,Yes
7218-HKQFK,Yes,Month-to-Month,94.2,2,Bank Withdrawal,205.08,Yes
4636-QRJKY,Yes,Month-to-Month,80.5,6,Bank Withdrawal,719.5699999999999,Yes
9412-GHEEC,Yes,Month-to-Month,104.8,40,Bank Withdrawal,5555.15,Yes
6825-UYPFK,Yes,Month-to-Month,75.6,23,Bank Withdrawal,2393.63,Yes
8397-MVTAZ,Yes,Month-to-Month,100.05,34,Bank Withdrawal,4285.06,Yes
9282-IZGQK,Yes,Month-to-Month,85.0,1,Bank Withdrawal,115.52,Yes
1342-JPNKI,Yes,Month-to-Month,86.05,10,Bank Withdrawal,893.3000000000001,Yes
2817-NTQDO,Yes,Month-to-Month,45.55,13,Credit Card,597.0,Yes
6986-IJDHX,Yes,Month-to-Month,86.3,39,Credit Card,4835.75,Yes
5301-GAUUY,Yes,Month-to-Month,80.35,32,Bank Withdrawal,2643.83,Yes
0939-YAPAF,Yes,Month-to-Month,100.25,35,Bank Withdrawal,3894.75,Yes
4710-FDUIZ,Yes,One Year,100.3,56,Credit Card,7178.849999999999,Yes
1218-VKFPE,Yes,Month-to-Month,19.0,12,Credit Card,467.31,No
3627-FHKBK,Yes,Month-to-Month,75.3,1,Mailed Check,79.42999999999999,Yes
0719-SYFRB,Yes,Month-to-Month,61.65,12,Mailed Check,1148.63,Yes
6543-CPZMK,Yes,Month-to-Month,29.95,9,Bank Withdrawal,258.95,Yes
4765-OXPPD,Yes,Month-to-Month,65.0,9,Mailed Check,720.1999999999999,Yes
1009-IRMNA,Yes,Month-to-Month,20.0,7,Bank Withdrawal,249.88,No
7207-RMRDB,Yes,Month-to-Month,105.5,65,Bank Withdrawal,9204.75,Yes
0195-IESCP,Yes,Month-to-Month,85.25,10,Bank Withdrawal,975.5,Yes
4580-TMHJU,Yes,Month-to-Month,56.15,43,Bank Withdrawal,4101.05,Yes
0970-ETWGE,Yes,Month-to-Month,89.55,1,Bank Withdrawal,132.01,Yes
0887-HJGAR,Yes,Month-to-Month,45.7,1,Mailed Check,51.25,Yes
9576-ANLXO,Yes,Month-to-Month,69.55,3,Bank Withdrawal,301.08000000000004,Yes
2024-BASKD,Yes,Month-to-Month,74.6,1,Mailed Check,106.76,Yes
4464-JCOLN,Yes,One Year,19.85,2,Mailed Check,66.18,No
5650-VDUDS,Yes,Month-to-Month,24.25,4,Mailed Check,96.05,Yes
7538-GWHML,Yes,Month-to-Month,69.65,2,Bank Withdrawal,160.43,Yes
3859-CVCET,Yes,Month-to-Month,45.65,4,Mailed Check,372.65,Yes
3276-HDUEG,Yes,Month-to-Month,75.05,1,Mailed Check,107.91,Yes
0822-GAVAP,Yes,Month-to-Month,34.7,2,Bank Withdrawal,62.25,Yes
1448-PWKYE,Yes,Month-to-Month,80.0,1,Bank Withdrawal,115.71,Yes
2276-YDAVZ,Yes,Month-to-Month,75.1,3,Credit Card,350.26,Yes
5896-NPFWW,Yes,Month-to-Month,50.15,3,Bank Withdrawal,208.77,Yes
7133-VBDCG,Yes,Month-to-Month,79.85,25,Bank Withdrawal,2685.6,Yes
1029-QFBEN,Yes,Month-to-Month,19.55,1,Mailed Check,57.99,No
4952-YSOGZ,Yes,Month-to-Month,85.95,4,Bank Withdrawal,397.86,Yes
1589-AGTLK,Yes,Month-to-Month,45.35,3,Bank Withdrawal,250.94,Yes
6439-GTPCA,Yes,Month-to-Month,87.25,45,Bank Withdrawal,4143.3,Yes
5138-WVKYJ,Yes,Month-to-Month,98.55,10,Bank Withdrawal,1284.25,Yes
2189-WWOEW,Yes,Month-to-Month,85.9,15,Bank Withdrawal,1639.0,Yes
1894-IGFSG,Yes,Month-to-Month,89.25,22,Bank Withdrawal,2304.07,Yes
7379-POKDZ,Yes,Month-to-Month,70.3,3,Bank Withdrawal,288.98,Yes
0236-HFWSV,Yes,Month-to-Month,93.35,15,Bank Withdrawal,2178.6000000000004,Yes
3900-AQPHZ,Yes,Month-to-Month,19.9,1,Mailed Check,69.41,No
5842-POCOP,Yes,Month-to-Month,88.9,5,Mailed Check,662.0,Yes
2037-XJFUP,Yes,One Year,95.8,33,Bank Withdrawal,4476.15,Yes
7314-OXENN,Yes,Month-to-Month,82.0,2,Bank Withdrawal,267.01,Yes
0322-CHQRU,Yes,Month-to-Month,45.35,2,Bank Withdrawal,140.48,Yes
4678-DVQEO,Yes,Month-to-Month,52.2,1,Bank Withdrawal,86.24000000000001,Yes
3009-JWMPU,Yes,One Year,96.75,62,Bank Withdrawal,7529.08,Yes
1450-GALXR,Yes,Month-to-Month,98.5,10,Bank Withdrawal,1313.55,Yes
3138-BKYAV,Yes,Month-to-Month,85.35,6,Bank Withdrawal,561.27,Yes
4289-DTDKW,Yes,Month-to-Month,101.3,40,Bank Withdrawal,5015.5,Yes
1820-TQVEV,Yes,Month-to-Month,69.55,1,Bank Withdrawal,118.98,Yes
2239-JALAW,Yes,One Year,103.25,58,Bank Withdrawal,8598.65,Yes
4853-RULSV,Yes,Two Year,104.0,70,Credit Card,8103.45,Yes
6275-YDUVO,Yes,Month-to-Month,86.2,2,Mailed Check,226.8,Yes
0115-TFERT,Yes,Month-to-Month,111.2,21,Bank Withdrawal,3198.56,Yes
2311-QYMUQ,Yes,Month-to-Month,89.45,16,Credit Card,1937.93,Yes
3104-OWCGK,Yes,One Year,90.95,60,Bank Withdrawal,7448.4,Yes
9101-BWFSS,Yes,One Year,108.55,50,Bank Withdrawal,7082.2,Yes
6982-SSHFK,Yes,Month-to-Month,44.4,1,Mailed Check,76.84,Yes
1038-ZAGBI,Yes,One Year,19.8,12,Bank Withdrawal,681.4,No
3027-ZTDHO,Yes,Month-to-Month,89.9,1,Bank Withdrawal,122.75,Yes
2382-BCKQJ,Yes,One Year,100.15,62,Bank Withdrawal,8433.609999999999,Yes
2207-NHRJK,Yes,Month-to-Month,50.8,1,Bank Withdrawal,52.08,Yes
9944-HKVVB,Yes,Month-to-Month,95.1,3,Bank Withdrawal,450.26,Yes
4124-MMETB,Yes,Month-to-Month,94.65,22,Credit Card,3162.71,Yes
3671-SHRSP,Yes,Month-to-Month,80.6,4,Mailed Check,376.35,Yes
3313-QKNKB,Yes,One Year,85.55,59,Bank Withdrawal,5492.339999999999,Yes
5073-WXOYN,Yes,Month-to-Month,50.8,60,Bank Withdrawal,3027.4,Yes
0207-MDKNV,Yes,Month-to-Month,105.1,15,Bank Withdrawal,1918.6,Yes
9851-KIELU,Yes,Month-to-Month,110.1,10,Bank Withdrawal,1223.6,Yes
3908-BLSYF,Yes,Month-to-Month,83.9,6,Bank Withdrawal,653.13,Yes
7549-MYGPK,Yes,Month-to-Month,100.55,63,Bank Withdrawal,6781.09,Yes
3804-RVTGV,Yes,Month-to-Month,103.85,50,Bank Withdrawal,7128.4,Yes
9227-LUNBG,Yes,Month-to-Month,24.6,1,Bank Withdrawal,24.6,Yes
4315-MURBD,Yes,Month-to-Month,98.9,12,Bank Withdrawal,1539.99,Yes
9734-YWGEX,Yes,Month-to-Month,98.3,9,Credit Card,1272.34,Yes
2719-BDAQO,Yes,Month-to-Month,93.85,17,Bank Withdrawal,1702.3200000000002,Yes
9625-QSTYE,Yes,Month-to-Month,81.15,13,Bank Withdrawal,1002.22,Yes
6400-BWQKW,Yes,Month-to-Month,79.05,6,Bank Withdrawal,552.94,Yes
6680-WKXRZ,Yes,Month-to-Month,74.4,3,Bank Withdrawal,287.26,Yes
9448-REEVD,Yes,Month-to-Month,44.7,1,Credit Card,76.78,Yes
9117-SHLZX,Yes,Month-to-Month,45.7,1,Mailed Check,56.11,Yes
4541-RMRLG,Yes,Month-to-Month,19.25,7,Bank Withdrawal,176.28,No
3158-MOERK,Yes,Month-to-Month,96.0,2,Bank Withdrawal,271.48,Yes
7294-TMAOP,Yes,Month-to-Month,90.55,1,Bank Withdrawal,165.99,Yes
2834-JRTUA,Yes,Two Year,108.05,71,Bank Withdrawal,11040.97,Yes
5875-YPQFJ,Yes,Month-to-Month,69.9,1,Bank Withdrawal,115.56,Yes
8603-IJWDN,Yes,Month-to-Month,86.6,1,Bank Withdrawal,92.03,Yes
3842-IYKUE,Yes,Month-to-Month,85.3,35,Credit Card,4603.51,Yes
6641-XRPSU,Yes,Month-to-Month,70.0,34,Credit Card,2563.54,Yes
8357-EQXFO,Yes,Month-to-Month,95.35,7,Bank Withdrawal,965.13,Yes
9524-EGPJC,Yes,Month-to-Month,90.1,18,Bank Withdrawal,2180.27,Yes
6993-OHLXR,Yes,Month-to-Month,68.95,2,Bank Withdrawal,181.21,Yes
8818-XYFCQ,Yes,Month-to-Month,99.55,32,Credit Card,4353.07,Yes
4695-VADHF,Yes,Month-to-Month,57.45,18,Bank Withdrawal,1026.6,Yes
3863-IUBJR,Yes,One Year,53.65,12,Credit Card,1030.19,Yes
8436-BJUMM,Yes,Month-to-Month,83.75,26,Bank Withdrawal,3004.0,Yes
9948-YPTDG,Yes,Month-to-Month,79.45,38,Bank Withdrawal,4396.87,Yes
4883-QICIH,Yes,Month-to-Month,69.75,32,Bank Withdrawal,2519.91,Yes
8329-IBCTI,Yes,Month-to-Month,19.65,1,Mailed Check,25.73,No
5669-SRAIP,Yes,Month-to-Month,39.5,5,Bank Withdrawal,171.48,Yes
5981-ITEMU,Yes,Month-to-Month,97.1,40,Bank Withdrawal,4318.3,Yes
6941-PMGEP,Yes,Month-to-Month,80.0,5,Bank Withdrawal,602.45,Yes
1624-WOIWJ,Yes,Month-to-Month,84.7,10,Mailed Check,1276.14,Yes
2074-GKOWZ,Yes,Month-to-Month,89.55,2,Bank Withdrawal,203.27,Yes
0376-YMCJC,Yes,Month-to-Month,90.6,23,Bank Withdrawal,2828.34,Yes
0634-SZPQA,Yes,Month-to-Month,90.05,23,Bank Withdrawal,2224.07,Yes
5536-RTPWK,Yes,Month-to-Month,99.05,49,Bank Withdrawal,5843.030000000001,Yes
6166-ILMNY,Yes,Month-to-Month,69.75,2,Bank Withdrawal,197.43,Yes
3097-NNSPB,Yes,Month-to-Month,49.05,2,Credit Card,160.5,Yes
0655-RBDUG,Yes,Month-to-Month,98.05,7,Bank Withdrawal,777.75,Yes
4361-BKAXE,Yes,Month-to-Month,114.5,41,Bank Withdrawal,5411.41,Yes
9878-TNQGW,Yes,Month-to-Month,80.95,2,Bank Withdrawal,205.81,Yes
4607-CHPCA,Yes,One Year,90.4,25,Bank Withdrawal,3200.35,Yes
8824-RWFXJ,Yes,Month-to-Month,56.15,3,Mailed Check,256.02,Yes
9763-PDTKK,Yes,Month-to-Month,94.4,4,Bank Withdrawal,545.92,Yes
7627-JKIAZ,Yes,Month-to-Month,78.95,37,Credit Card,4226.780000000001,Yes
4081-DYXAV,Yes,One Year,44.85,19,Credit Card,893.55,Yes
0927-LCSMG,Yes,Month-to-Month,74.65,7,Mailed Check,705.6099999999999,Yes
8257-RZAHR,Yes,Month-to-Month,64.7,14,Bank Withdrawal,1226.6,Yes
0841-NULXI,Yes,Month-to-Month,35.55,1,Bank Withdrawal,35.55,Yes
7851-WZEKY,Yes,Month-to-Month,95.15,2,Bank Withdrawal,273.92,Yes
